,일자2,광역시도,확진자,사망자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
542,2020-11-23,세종,87,0,1,82,5,0,1,25.41
543,2020-11-23,울산,173,2,1,163,8,1,0,15.08
544,2020-11-23,대전,460,6,3,437,17,2,1,31.20
545,2020-11-23,광주,615,3,1,526,86,1,0,42.22
546,2020-11-23,인천,1229,11,23,1054,164,23,0,41.57
547,2020-11-23,대구,7215,198,2,6987,30,1,1,296.12
548,2020-11-23,부산,637,15,5,583,39,4,1,18.67
549,2020-11-23,서울,7625,86,112,6172,1367,109,3,78.34
550,2020-11-23,합계,31004,509,271,26539,3956,255,16,59.80
551,2020-11-22,검역,2110,0,20,1558,552,0,20,-
552,2020-11-22,제주,65,0,0,59,6,0,0,9.69
553,2020-11-22,경남,476,0,19,350,126,19,0,14.16
554,2020-11-22,경북,1663,57,6,1537,69,6,0,62.46
555,2020-11-22,전남,353,2,13,189,162,13,0,18.93
556,2020-11-22,전북,220,1,12,165,54,12,0,12.11
557,2020-11-22,충남,782,8,13,609,165,11,2,36.84
558,2020-11-22,충북,225,3,0,196,26,0,0,14.07
559,2020-11-22,강원,504,5,13,301,198,12,1,32.72
560,2020-11-22,경기,6442,110,75,5514,818,74,1,48.62
561,2020-11-22,세종,86,0,0,82,4,0,0,25.12
562,2020-11-22,울산,172,2,1,163,7,1,0,15.00
563,2020-11-22,대전,457,6,0,437,14,0,0,31.00
564,2020-11-22,광주,614,3,8,514,97,8,0,42.15
565,2020-11-22,인천,1206,11,27,1052,143,26,1,40.80
566,2020-11-22,대구,7213,197,1,6986,30,0,1,296.04
567,2020-11-22,부산,632,15,1,583,34,1,0,18.52
568,2020-11-22,서울,7513,85,121,6171,1257,119,2,77.19
569,2020-11-22,합계,30733,505,330,26466,3762,302,28,59.28
570,2020-11-21,검역,2090,0,9,1556,534,0,9,-
571,2020-11-21,제주,65,0,0,59,6,0,0,9.69
572,2020-11-21,경남,457,0,11,342,115,11,0,13.60
573,2020-11-21,경북,1657,57,8,1535,65,8,0,62.23
574,2020-11-21,전남,340,2,19,189,149,18,1,18.23
575,2020-11-21,전북,208,1,14,165,42,13,1,11.45
576,2020-11-21,충남,769,8,21,598,163,19,2,36.23
577,2020-11-21,충북,225,3,1,194,28,1,0,14.07
578,2020-11-21,강원,491,5,15,295,191,14,1,31.87
579,2020-11-21,경기,6367,108,93,5486,773,86,7,48.05
580,2020-11-21,세종,86,0,0,82,4,0,0,25.12
581,2020-11-21,울산,171,2,1,163,6,1,0,14.91
582,2020-11-21,대전,457,6,1,437,14,1,0,31.00
583,2020-11-21,광주,606,3,7,514,89,6,1,41.60
584,2020-11-21,인천,1179,11,22,1051,117,22,0,39.88
585,2020-11-21,대구,7212,197,1,6983,32,0,1,296.00
586,2020-11-21,부산,631,15,7,580,36,7,0,18.49
587,2020-11-21,서울,7392,85,156,6136,1171,154,2,75.94
588,2020-11-21,합계,30403,503,386,26365,3535,361,25,58.64
589,2020-11-20,검역,2081,0,23,1553,528,0,23,-
590,2020-11-20,제주,65,0,2,59,6,2,0,9.69
591,2020-11-20,경남,446,0,18,336,110,18,0,13.27
592,2020-11-20,경북,1649,57,10,1534,58,7,3,61.93
593,2020-11-20,전남,321,2,14,189,130,14,0,17.21
594,2020-11-20,전북,194,1,13,165,28,13,0,10.68
595,2020-11-20,충남,748,8,15,590,150,15,0,35.24
596,2020-11-20,충북,224,3,2,191,30,2,0,14.01
597,2020-11-20,강원,476,5,24,285,186,24,0,30.90
598,2020-11-20,경기,6274,108,73,5454,712,62,11,47.35
599,2020-11-20,세종,86,0,0,82,4,0,0,25.12
600,2020-11-20,울산,170,2,0,162,6,0,0,14.82
601,2020-11-20,대전,456,6,0,436,14,0,0,30.93
602,2020-11-20,광주,599,3,4,513,83,4,0,41.12
603,2020-11-20,인천,1157,11,30,1047,99,29,1,39.14
604,2020-11-20,대구,7211,196,1,6981,34,1,0,295.96
605,2020-11-20,부산,624,15,2,577,32,2,0,18.29
606,2020-11-20,서울,7236,84,132,6109,1043,127,5,74.34
607,2020-11-20,합계,30017,501,363,26263,3253,320,43,57.89
608,2020-11-19,검역,2058,0,39,1549,509,0,39,-
609,2020-11-19,제주,63,0,0,59,4,0,0,9.39
610,2020-11-19,경남,428,0,28,334,94,28,0,12.73
611,2020-11-19,경북,1639,57,8,1533,49,8,0,61.56
612,2020-11-19,전남,307,2,28,185,120,27,1,16.46
613,2020-11-19,전북,181,1,2,165,15,1,1,9.96
614,2020-11-19,충남,733,8,13,580,145,13,0,34.54
615,2020-11-19,충북,222,3,4,191,28,3,1,13.88
616,2020-11-19,강원,452,5,20,282,165,20,0,29.34
617,2020-11-19,경기,6201,106,64,5421,674,59,5,46.80
618,2020-11-19,세종,86,0,0,82,4,0,0,25.12
619,2020-11-19,울산,170,2,0,162,6,0,0,14.82
620,2020-11-19,대전,456,6,1,434,16,1,0,30.93
621,2020-11-19,광주,595,3,8,511,81,8,0,40.85
622,2020-11-19,인천,1127,11,12,1043,73,11,1,38.12
623,2020-11-19,대구,7210,196,2,6979,35,2,0,295.92
624,2020-11-19,부산,622,15,5,576,31,5,0,18.23
625,2020-11-19,서울,7104,83,109,6012,1009,107,2,72.98
626,2020-11-19,합계,29654,498,343,26098,3058,293,50,57.19
627,2020-11-18,검역,2019,0,50,1547,472,0,50,-
628,2020-11-18,제주,63,0,0,59,4,0,0,9.39
629,2020-11-18,경남,400,0,9,322,78,9,0,11.90
630,2020-11-18,경북,1631,57,16,1533,41,12,4,61.26
631,2020-11-18,전남,279,2,15,184,93,15,0,14.96
632,2020-11-18,전북,179,1,0,164,14,0,0,9.85
633,2020-11-18,충남,720,8,7,569,143,6,1,33.92
634,2020-11-18,충북,218,3,0,188,27,0,0,13.63
635,2020-11-18,강원,432,5,5,279,148,5,0,28.04
636,2020-11-18,경기,6137,105,87,5383,649,81,6,46.32
637,2020-11-18,세종,86,0,0,82,4,0,0,25.12
638,2020-11-18,울산,170,2,3,162,6,0,3,14.82
639,2020-11-18,대전,455,6,1,434,15,1,0,30.87
640,2020-11-18,광주,587,3,9,511,73,9,0,40.30
641,2020-11-18,인천,1115,11,12,1040,64,9,3,37.72
642,2020-11-18,대구,7208,196,2,6975,37,2,0,295.84
643,2020-11-18,부산,617,15,5,573,29,5,0,18.08
644,2020-11-18,서울,6995,82,92,5968,945,91,1,71.87
645,2020-11-18,합계,29311,496,313,25973,2842,245,68,56.53
646,2020-11-17,검역,1969,0,8,1541,428,0,8,-
647,2020-11-17,제주,63,0,0,59,4,0,0,9.39
648,2020-11-17,경남,391,0,3,318,73,3,0,11.63
649,2020-11-17,경북,1615,57,3,1532,26,3,0,60.66
650,2020-11-17,전남,264,2,16,184,78,16,0,14.16
651,2020-11-17,전북,179,1,0,163,15,0,0,9.85
652,2020-11-17,충남,713,8,9,559,146,9,0,33.59
653,2020-11-17,충북,218,3,0,185,30,0,0,13.63
654,2020-11-17,강원,427,4,13,279,144,13,0,27.72
655,2020-11-17,경기,6050,105,52,5349,596,38,14,45.66
656,2020-11-17,세종,86,0,1,82,4,0,1,25.12
657,2020-11-17,울산,167,2,0,162,3,0,0,14.56
658,2020-11-17,대전,454,6,1,433,15,1,0,30.80
659,2020-11-17,광주,578,3,18,510,65,18,0,39.68
660,2020-11-17,인천,1103,11,13,1038,54,12,1,37.31
661,2020-11-17,대구,7206,196,3,6975,35,2,1,295.75
662,2020-11-17,부산,612,15,0,568,29,0,0,17.94
663,2020-11-17,서울,6903,81,90,5923,899,87,3,70.92
664,2020-11-17,합계,28998,494,230,25860,2644,202,28,55.93
665,2020-11-16,검역,1961,0,23,1534,427,0,23,-
666,2020-11-16,제주,63,0,1,59,4,1,0,9.39
667,2020-11-16,경남,388,0,4,317,71,4,0,11.54
668,2020-11-16,경북,1612,57,14,1532,23,13,1,60.54
669,2020-11-16,전남,248,2,10,182,64,10,0,13.30
670,2020-11-16,전북,179,1,1,163,15,1,0,9.85
671,2020-11-16,충남,704,8,6,552,144,6,0,33.17
672,2020-11-16,충북,218,3,3,184,31,3,0,13.63
673,2020-11-16,강원,414,4,20,273,137,20,0,26.87
674,2020-11-16,경기,5998,105,42,5315,578,39,3,45.27
675,2020-11-16,세종,85,0,1,82,3,1,0,24.83
676,2020-11-16,울산,167,2,0,161,4,0,0,14.56
677,2020-11-16,대전,453,6,3,433,14,2,1,30.73
678,2020-11-16,광주,560,3,4,510,47,4,0,38.44
679,2020-11-16,인천,1090,11,10,1038,41,10,0,36.87
680,2020-11-16,대구,7203,196,0,6971,36,0,0,295.63
681,2020-11-16,부산,612,15,0,568,29,0,0,17.94
682,2020-11-16,서울,6814,81,81,5885,848,79,2,70.01
683,2020-11-16,합계,28769,494,223,25759,2516,193,30,55.49
684,2020-11-15,검역,1938,0,18,1530,408,0,18,-
685,2020-11-15,제주,62,0,0,59,3,0,0,9.24
686,2020-11-15,경남,384,0,3,317,67,3,0,11.42
687,2020-11-15,경북,1598,57,2,1531,10,2,0,60.02
688,2020-11-15,전남,238,2,9,182,54,8,1,12.76
689,2020-11-15,전북,178,1,2,163,14,0,2,9.79
690,2020-11-15,충남,698,8,5,538,152,5,0,32.89
691,2020-11-15,충북,215,3,8,184,28,8,0,13.44
692,2020-11-15,강원,394,4,19,273,117,19,0,25.58
693,2020-11-15,경기,5956,104,45,5283,569,41,4,44.95
694,2020-11-15,세종,84,0,0,82,2,0,0,24.54
695,2020-11-15,울산,167,2,0,161,4,0,0,14.56
696,2020-11-15,대전,450,6,0,433,11,0,0,30.53
697,2020-11-15,광주,556,3,9,510,43,7,2,38.17
698,2020-11-15,인천,1080,11,2,1035,34,2,0,36.53
699,2020-11-15,대구,7203,196,1,6969,38,0,1,295.63
700,2020-11-15,부산,612,15,0,567,30,0,0,17.94
701,2020-11-15,서울,6733,81,85,5874,778,81,4,69.17
702,2020-11-15,합계,28546,493,208,25691,2362,176,32,55.06
703,2020-11-14,검역,1920,0,21,1527,393,0,21,-
704,2020-11-14,제주,62,0,0,59,3,0,0,9.24
705,2020-11-14,경남,381,0,4,315,66,3,1,11.33
706,2020-11-14,경북,1596,57,0,1529,10,0,0,59.94
707,2020-11-14,전남,229,2,13,182,45,13,0,12.28
708,2020-11-14,전북,176,1,4,163,12,1,3,9.68
709,2020-11-14,충남,693,8,11,537,148,11,0,32.65
710,2020-11-14,충북,207,3,0,183,21,0,0,12.94
711,2020-11-14,강원,375,4,18,273,98,18,0,24.34
712,2020-11-14,경기,5911,104,49,5261,546,46,3,44.61
713,2020-11-14,세종,84,0,1,82,2,1,0,24.54
714,2020-11-14,울산,167,2,0,160,5,0,0,14.56
715,2020-11-14,대전,450,6,2,432,12,2,0,30.53
716,2020-11-14,광주,547,3,8,510,34,7,1,37.55
717,2020-11-14,인천,1078,11,1,1035,32,0,1,36.47
718,2020-11-14,대구,7202,196,0,6969,37,0,0,295.59
719,2020-11-14,부산,612,15,4,566,31,1,3,17.94
720,2020-11-14,서울,6648,80,69,5853,715,63,6,68.30
721,2020-11-14,합계,28338,492,205,25636,2210,166,39,54.66
722,2020-11-13,검역,1899,0,14,1520,379,0,14,-
723,2020-11-13,제주,62,0,1,59,3,1,0,9.24
724,2020-11-13,경남,377,0,3,313,64,2,1,11.22
725,2020-11-13,경북,1596,57,0,1528,11,0,0,59.94
726,2020-11-13,전남,216,2,9,180,34,9,0,11.58
727,2020-11-13,전북,172,1,0,162,9,0,0,9.46
728,2020-11-13,충남,682,8,8,535,139,7,1,32.13
729,2020-11-13,충북,207,3,1,182,22,0,1,12.94
730,2020-11-13,강원,357,3,23,268,86,23,0,23.17
731,2020-11-13,경기,5862,102,47,5222,538,36,11,44.24
732,2020-11-13,세종,83,0,1,82,1,1,0,24.25
733,2020-11-13,울산,167,2,0,160,5,0,0,14.56
734,2020-11-13,대전,448,6,0,432,10,0,0,30.39
735,2020-11-13,광주,539,3,5,510,26,5,0,37.00
736,2020-11-13,인천,1077,11,4,1032,34,3,1,36.43
737,2020-11-13,대구,7202,196,1,6963,43,1,0,295.59
738,2020-11-13,부산,608,15,0,563,30,0,0,17.82
739,2020-11-13,서울,6579,79,74,5826,674,74,0,67.59
740,2020-11-13,합계,28133,488,191,25537,2108,162,29,54.26
741,2020-11-12,검역,1885,0,9,1513,372,0,9,-
742,2020-11-12,제주,61,0,1,59,2,1,0,9.09
743,2020-11-12,경남,374,0,4,312,62,3,1,11.13
744,2020-11-12,경북,1596,57,1,1527,12,1,0,59.94
745,2020-11-12,전남,207,2,8,179,26,8,0,11.10
746,2020-11-12,전북,172,1,0,162,9,0,0,9.46
747,2020-11-12,충남,674,8,9,531,135,9,0,31.76
748,2020-11-12,충북,206,3,1,180,23,0,1,12.88
749,2020-11-12,강원,334,3,6,266,65,6,0,21.68
750,2020-11-12,경기,5815,101,35,5170,544,34,1,43.89
751,2020-11-12,세종,82,0,0,82,0,0,0,23.95
752,2020-11-12,울산,167,2,1,159,6,0,1,14.56
753,2020-11-12,대전,448,6,2,432,10,2,0,30.39
754,2020-11-12,광주,534,3,6,510,21,6,0,36.66
755,2020-11-12,인천,1073,11,2,1022,40,2,0,36.30
756,2020-11-12,대구,7201,196,3,6962,43,2,1,295.55
757,2020-11-12,부산,608,15,2,562,31,2,0,17.82
758,2020-11-12,서울,6505,79,53,5776,650,52,1,66.83
759,2020-11-12,합계,27942,487,143,25404,2051,128,15,53.89
760,2020-11-11,검역,1876,0,8,1502,374,0,8,-
761,2020-11-11,제주,60,0,0,59,1,0,0,8.95
762,2020-11-11,경남,370,0,11,312,58,10,1,11.01
763,2020-11-11,경북,1595,57,0,1525,13,0,0,59.91
764,2020-11-11,전남,199,2,1,178,19,0,1,10.67
765,2020-11-11,전북,172,1,1,161,10,1,0,9.46
766,2020-11-11,충남,665,8,7,523,134,6,1,31.33
767,2020-11-11,충북,205,3,2,180,22,1,1,12.82
768,2020-11-11,강원,328,3,9,256,69,8,1,21.29
769,2020-11-11,경기,5780,101,53,5123,556,42,11,43.62
770,2020-11-11,세종,82,0,0,82,0,0,0,23.95
771,2020-11-11,울산,166,2,0,159,5,0,0,14.47
772,2020-11-11,대전,446,6,1,430,10,1,0,30.25
773,2020-11-11,광주,528,3,4,507,18,2,2,36.25
774,2020-11-11,인천,1071,11,1,1017,43,0,1,36.23
775,2020-11-11,대구,7198,196,0,6957,45,0,0,295.43
776,2020-11-11,부산,606,15,3,560,31,3,0,17.76
777,2020-11-11,서울,6452,79,45,5735,638,39,6,66.29
778,2020-11-11,합계,27799,487,146,25266,2046,113,33,53.62
779,2020-11-10,검역,1868,0,8,1501,367,0,8,-
780,2020-11-10,제주,60,0,0,59,1,0,0,8.95
781,2020-11-10,경남,359,0,2,312,47,2,0,10.68
782,2020-11-10,경북,1595,57,1,1524,14,0,1,59.91
783,2020-11-10,전남,198,2,2,175,21,2,0,10.62
784,2020-11-10,전북,171,1,0,159,11,0,0,9.41
785,2020-11-10,충남,658,8,4,523,127,4,0,31.00
786,2020-11-10,충북,203,3,2,179,21,1,1,12.69
787,2020-11-10,강원,319,3,3,253,63,3,0,20.71
788,2020-11-10,경기,5727,99,33,5086,542,18,15,43.22
789,2020-11-10,세종,82,0,0,79,3,0,0,23.95
790,2020-11-10,울산,166,2,0,158,6,0,0,14.47
791,2020-11-10,대전,445,6,0,425,14,0,0,30.19
792,2020-11-10,광주,524,3,5,507,14,4,1,35.97
793,2020-11-10,인천,1070,11,3,1008,51,3,0,36.20
794,2020-11-10,대구,7198,196,1,6953,49,1,0,295.43
795,2020-11-10,부산,603,15,1,556,32,1,0,17.67
796,2020-11-10,서울,6407,79,35,5703,625,32,3,65.82
797,2020-11-10,합계,27653,485,100,25160,2008,71,29,53.34
798,2020-11-09,검역,1860,0,11,1499,361,0,11,-
799,2020-11-09,제주,60,0,0,59,1,0,0,8.95
800,2020-11-09,경남,357,0,4,304,53,4,0,10.62
801,2020-11-09,경북,1594,57,1,1522,15,0,1,59.87
802,2020-11-09,전남,196,2,2,175,19,2,0,10.51
803,2020-11-09,전북,171,1,4,157,13,3,1,9.41
804,2020-11-09,충남,654,8,10,520,126,10,0,30.81
805,2020-11-09,충북,201,3,4,179,19,2,2,12.57
806,2020-11-09,강원,316,3,11,242,71,11,0,20.51
807,2020-11-09,경기,5694,96,22,5021,577,21,1,42.97
808,2020-11-09,세종,82,0,0,79,3,0,0,23.95
809,2020-11-09,울산,166,2,0,157,7,0,0,14.47
810,2020-11-09,대전,445,6,0,424,15,0,0,30.19
811,2020-11-09,광주,519,3,1,507,9,0,1,35.63
812,2020-11-09,인천,1067,11,2,1005,51,1,1,36.09
813,2020-11-09,대구,7197,196,6,6952,49,6,0,295.38
814,2020-11-09,부산,602,14,2,554,34,0,2,17.64
815,2020-11-09,서울,6372,78,46,5673,621,39,7,65.46
816,2020-11-09,합계,27553,480,126,25029,2044,99,27,53.14
817,2020-11-08,검역,1849,0,14,1495,354,0,14,-
818,2020-11-08,제주,60,0,0,59,1,0,0,8.95
819,2020-11-08,경남,353,0,10,301,52,5,5,10.06
820,2020-11-08,경북,1593,57,2,1522,14,2,0,59.76
821,2020-11-08,전남,194,2,4,175,17,3,1,10.19
822,2020-11-08,전북,167,1,0,157,9,0,0,9.19
823,2020-11-08,충남,644,8,9,516,120,8,1,29.49
824,2020-11-08,충북,197,3,2,178,16,2,0,12.19
825,2020-11-08,강원,305,3,9,242,60,9,0,18.95
826,2020-11-08,경기,5672,95,25,5001,576,23,2,42.46
827,2020-11-08,세종,82,0,0,79,3,0,0,23.95
828,2020-11-08,울산,166,2,1,156,8,0,1,14.38
829,2020-11-08,대전,445,6,1,423,16,1,0,30.05
830,2020-11-08,광주,518,3,2,507,8,2,0,35.42
831,2020-11-08,인천,1065,11,3,1003,51,2,1,35.89
832,2020-11-08,대구,7191,196,7,6950,45,7,0,294.81
833,2020-11-08,부산,600,13,0,554,33,0,0,17.53
834,2020-11-08,서울,6326,78,54,5650,598,54,0,64.06
835,2020-11-08,합계,27427,478,143,24968,1981,118,25,52.45
836,2020-11-07,검역,1835,0,8,1493,342,0,8,-
837,2020-11-07,제주,60,0,0,59,1,0,0,8.95
838,2020-11-07,경남,343,0,5,301,42,5,0,10.20
839,2020-11-07,경북,1591,57,0,1520,14,0,0,59.76
840,2020-11-07,전남,190,2,0,175,13,0,0,10.19
841,2020-11-07,전북,167,1,0,156,10,0,0,9.19
842,2020-11-07,충남,635,8,9,515,112,8,1,29.92
843,2020-11-07,충북,195,3,0,178,14,0,0,12.19
844,2020-11-07,강원,296,3,4,242,51,4,0,19.21
845,2020-11-07,경기,5647,94,21,4966,587,16,5,42.62
846,2020-11-07,세종,82,0,0,79,3,0,0,23.95
847,2020-11-07,울산,165,2,0,156,7,0,0,14.38
848,2020-11-07,대전,444,6,1,422,16,1,0,30.12
849,2020-11-07,광주,516,3,0,507,6,0,0,35.42
850,2020-11-07,인천,1062,11,1,1002,49,1,0,35.93
851,2020-11-07,대구,7184,196,1,6949,39,1,0,294.85
852,2020-11-07,부산,600,13,2,551,36,2,0,17.59
853,2020-11-07,서울,6272,78,37,5639,555,34,3,64.44
854,2020-11-07,합계,27284,477,89,24910,1897,72,17,52.62
855,2020-11-06,검역,1827,0,11,1489,338,0,11,-
856,2020-11-06,제주,60,0,0,59,1,0,0,8.95
857,2020-11-06,경남,338,0,13,301,37,13,0,10.06
858,2020-11-06,경북,1591,57,1,1520,14,0,1,59.76
859,2020-11-06,전남,190,2,0,174,14,0,0,10.19
860,2020-11-06,전북,167,1,1,155,11,0,1,9.19
861,2020-11-06,충남,626,8,25,512,106,25,0,29.49
862,2020-11-06,충북,195,3,0,178,14,0,0,12.19
863,2020-11-06,강원,292,3,7,241,48,7,0,18.95
864,2020-11-06,경기,5626,93,47,4908,625,34,13,42.46
865,2020-11-06,세종,82,0,0,79,3,0,0,23.95
866,2020-11-06,울산,165,2,0,156,7,0,0,14.38
867,2020-11-06,대전,443,6,0,421,16,0,0,30.05
868,2020-11-06,광주,516,3,0,504,9,0,0,35.42
869,2020-11-06,인천,1061,11,0,1000,50,0,0,35.89
870,2020-11-06,대구,7183,196,0,6949,38,0,0,294.81
871,2020-11-06,부산,598,13,0,548,37,0,0,17.53
872,2020-11-06,서울,6235,78,40,5627,530,38,2,64.06
873,2020-11-06,합계,27195,476,145,24821,1898,117,28,52.45
874,2020-11-05,검역,1816,0,6,1477,339,0,6,-
875,2020-11-05,제주,60,0,0,59,1,0,0,8.80
876,2020-11-05,경남,325,0,5,301,24,5,0,9.52
877,2020-11-05,경북,1590,57,0,1520,13,0,0,59.64
878,2020-11-05,전남,190,2,0,174,14,0,0,10.19
879,2020-11-05,전북,166,1,0,155,10,0,0,9.13
880,2020-11-05,충남,601,8,23,510,83,23,0,26.76
881,2020-11-05,충북,195,3,2,177,15,2,0,12.07
882,2020-11-05,강원,285,3,1,241,41,1,0,18.44
883,2020-11-05,경기,5579,92,27,4870,617,23,4,41.58
884,2020-11-05,세종,82,0,0,78,4,0,0,23.95
885,2020-11-05,울산,165,2,0,156,7,0,0,14.30
886,2020-11-05,대전,443,6,0,416,21,0,0,29.98
887,2020-11-05,광주,516,3,0,504,9,0,0,35.42
888,2020-11-05,인천,1061,11,5,998,52,3,2,35.59
889,2020-11-05,대구,7183,196,2,6949,38,2,0,294.65
890,2020-11-05,부산,598,13,4,544,41,3,1,17.38
891,2020-11-05,서울,6195,78,50,5606,511,46,4,62.70
892,2020-11-05,합계,27050,475,125,24735,1840,108,17,51.70
893,2020-11-04,검역,1810,0,11,1475,335,0,11,-
894,2020-11-04,제주,60,0,1,59,1,1,0,8.80
895,2020-11-04,경남,320,0,0,300,20,0,0,9.52
896,2020-11-04,경북,1590,57,2,1519,14,0,2,59.64
897,2020-11-04,전남,190,2,0,174,14,0,0,10.19
898,2020-11-04,전북,166,1,0,154,11,0,0,9.13
899,2020-11-04,충남,578,8,10,504,66,10,0,26.76
900,2020-11-04,충북,193,3,0,176,14,0,0,12.07
901,2020-11-04,강원,284,3,0,234,47,0,0,18.44
